"url","played"
"https://open.spotify.com/track/1zpFxtWWcpj928c4DhDdv4",FALSE
"https://open.spotify.com/track/7lv8J2BPstXPBKPn1JdZdY",FALSE
"https://open.spotify.com/track/0ZecyxYtiBmh2aT1xclUyS",FALSE
"https://open.spotify.com/track/19sgjdm1Eh1U9NAxZpIGrB",FALSE
"https://open.spotify.com/track/2DMPnMLXcNcY5eC8k6kyBG",FALSE
"https://open.spotify.com/track/4J1kq7O9emIDlLO9H4UE6z",TRUE
"https://open.spotify.com/track/4ctXyWPtFIE3EZstAtl70A",FALSE
"https://open.spotify.com/track/35ZTopvlGyT6uVvc8aKHIE",FALSE
"https://open.spotify.com/track/5LvnxsdLdMj9CWeMbhnfmH",FALSE
"https://open.spotify.com/track/5G3fiLq3TEo3EvApMCQDZV",FALSE
"https://open.spotify.com/track/4VFThF7UTAPjXG3UqH90Xn",FALSE
"https://open.spotify.com/track/08Cn4kNQ6YOPBAARX7beOM",TRUE
"https://open.spotify.com/track/1lMMXT729a5UIpJU34TbJF",FALSE
"https://open.spotify.com/track/74Wc7GSHUsVZaFHUOj6TyC",FALSE
"https://open.spotify.com/track/5ChU7xU984wvO0IuPjDdJi",FALSE
"https://open.spotify.com/track/2jCy0lC2T4bSytnLYyh5D1",FALSE
"https://open.spotify.com/track/2OxUFXmyerd9EOGwG5U4xT",FALSE
"https://open.spotify.com/track/5ZkhkjZdyhmlLXmu1B0rA9",TRUE
"https://open.spotify.com/track/7j5TAKgFwX13ju76IvtuQU",FALSE
"https://open.spotify.com/track/54nqVF3KtXEnJJX0FtDWo3",FALSE
"https://open.spotify.com/track/5U1N9mrwTXTzuLtbo7Elrr",TRUE
"https://open.spotify.com/track/5wGcWjmgjWqsf73O7I47AO",FALSE
"https://open.spotify.com/track/563b9N693WT7pUVyGgfWp2",FALSE
"https://open.spotify.com/track/3VxKtnYHUwrX65SO69QEYA",FALSE
"https://open.spotify.com/track/59i9BhE5bBjNOEsgYupxve",TRUE
"https://open.spotify.com/track/5nmdqr9rO97AE4VFkcunI2",TRUE
"https://open.spotify.com/track/6BhB9N0aurhIJhAGZcMuqu",FALSE
"https://open.spotify.com/track/6gjbCeXxMaimive5E1SjDM",FALSE
"https://open.spotify.com/track/4aFWg3gmsmPPbHDZhnbGtI",FALSE
"https://open.spotify.com/track/38SYp2WQal4KgLVUBbvZWM",FALSE
"https://open.spotify.com/track/73aNvGkS7d8kQFFRrR2qeU",TRUE
"https://open.spotify.com/track/1DGDUG0aYbFyXTjn9pK6DX",FALSE
"https://open.spotify.com/track/6E3YltbqFAdWneR4sdvobA",FALSE
"https://open.spotify.com/track/4u0tHaiaCBFTFwtDX7tXuE",FALSE
"https://open.spotify.com/track/4W4Cyhcce5NfXyaDxdXphN",FALSE
"https://open.spotify.com/track/0di0VGHbE3x0fHMX0OU5Ik",FALSE
"https://open.spotify.com/track/2C2Bz7sauB37bnacn2KQyF",FALSE
"https://open.spotify.com/track/0UxxplxfzuAcXNaRrD77Jo",FALSE
"https://open.spotify.com/track/3mEG8LljwClSLISnLa9utR",FALSE
"https://open.spotify.com/track/4tTlQHlIiqTkp3GPf7olvb",FALSE
"https://open.spotify.com/track/6YBp1OGtujsZXnTnWWQJXW",TRUE
"https://open.spotify.com/track/0EKImqUQRzpzRuVRFRTLzL",TRUE
"https://open.spotify.com/track/2bXZnvJNPOOYyzc93Pn5mL",FALSE
"https://open.spotify.com/track/1FzfY6uOdQvHYSrdmJFM9t",TRUE
"https://open.spotify.com/track/44YFYyiBNEQOrhU4kOGINI",FALSE
"https://open.spotify.com/track/37BH3RrKhRaHMQwuhlkEaF",FALSE
"https://open.spotify.com/track/5nw2rQXAjfpZNaMzAJ8qTX",FALSE
"https://open.spotify.com/track/0zWNKqet9eB1T8rXO1wccY",TRUE
"https://open.spotify.com/track/3bg0C4y3BvpaB0TPj5sQlf",FALSE
"https://open.spotify.com/track/7BTIJhmLUVywM30TEc3GCl",TRUE
